reference_start,R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,XCORD,YCORD,XX,YY,CD_GUBUN,distance_from_gangnam_station_m
강남역 인근 시연 시작점,3894.0,1165000000.0,14.0,서울특별시,서초구,1.0,학교,이수초등학교,1165010100104680006013378,1165010100.0,1165061000.0,서울특별시 서초구 방배천로4길 23(방배동),165.0,63.0,126.98461,37.47846,198638.98752,542113.80676,긴급,4369.4907520451525
강남역 인근 시연 시작점,3972.0,1168000000.0,25.0,서울특별시,강남구,1.0,학교,대진초등학교,1168010300100130000019039,1168010300.0,1168074000.0,서울특별시 강남구 개포로109길 74(개포동),330.0,126.0,127.07804,37.49669,206901.24647,544139.19339,긴급,4450.225409727667
강남역 인근 시연 시작점,3966.0,1165000000.0,447.0,서울특별시,서초구,4.0,관공서,내곡동주민센터,1165011100103400003000001,1165011100.0,1165066000.0,서울특별시 서초구 청계산로15길 77(신원동),628.0,241.0,127.0512,37.46197,204529.31439,540284.55293,긴급,4508.526833987008
강남역 인근 시연 시작점,3824.0,1159000000.0,88.0,서울특별시,동작구,1.0,학교,서울동작초등학교,1159010700200090001013549,1159010700.0,1159063000.0,서울특별시 동작구 동작대로29길 214(사당동),922.0,354.0,126.97651,37.4941,197922.67704,543850.12427,안전,4529.1764138567005
강남역 인근 시연 시작점,3841.0,1159000000.0,89.0,서울특별시,동작구,1.0,학교,동작중학교,1159010600200090001013006,1159010600.0,1159063000.0,서울특별시 동작구 동작대로39가길 83(동작동),539.0,207.0,126.97627,37.49508,197901.61948,543958.72694,안전,4541.296488841364
강남역 인근 시연 시작점,4005.0,1168000000.0,539.0,서울특별시,강남구,1.0,학교,중동중학교,1168011400106920000002797,1168011400.0,1168074000.0,서울특별시 강남구 일원로8길 37(일원동),4150.0,1596.0,127.0787,37.48832,206960.00638,543211.1779,안전,4631.746831070705
강남역 인근 시연 시작점,3843.0,1159000000.0,67.0,서울특별시,동작구,1.0,학교,남사초등학교,1159010700110110001009955,1159010700.0,1159062000.0,서울특별시 동작구 동작대로13길 22(사당동),180.0,69.0,126.97886,37.48234,198130.43885,542544.71238,긴급,4638.574614132471
강남역 인근 시연 시작점,3900.0,1165000000.0,399.0,서울특별시,서초구,1.0,학교,서울전자고등학교,1165010100127270000013713,1165010100.0,1165061000.0,서울특별시 서초구 과천대로 852-23 (방배동),270.0,103.0,126.98825,37.46981,198960.87486,541154.10961,안전,4674.554528954919
강남역 인근 시연 시작점,4003.0,1168000000.0,24.0,서울특별시,강남구,1.0,학교,중동고등학교,1168011400106180000002022,1168011400.0,1168073000.0,서울특별시 강남구 일원로 7(일원동),17178.0,6606.0,127.08077,37.49313,207142.93346,543744.96041,안전,4719.411637411547
강남역 인근 시연 시작점,3825.0,1159000000.0,80.0,서울특별시,동작구,1.0,학교,서울삼일초등학교,1159010700200180036000001,1159010700.0,1159064000.0,서울특별시 동작구 사당로23나길 27(사당동),630.0,242.0,126.9752,37.48828,197806.92927,543204.1537,안전,4747.856308739295
강남역 인근 시연 시작점,4006.0,1168000000.0,538.0,서울특별시,강남구,1.0,학교,영희초등학교,1168011400106170000002246,1168011400.0,1168073000.0,서울특별시 강남구 일원로 21(일원동),5592.0,2150.0,127.081,37.49227,207163.26417,543649.5912,안전,4751.34091642151
강남역 인근 시연 시작점,4619.0,1117000000.0,428.0,서울특별시,용산구,4.0,관공서,이태원1동 주민센터,1117013000101000003010228,1117013000.0,1117065000.0,서울특별시 용산구 보광로 104-6 (이태원동),167.0,30.0,126.99507,37.53245,199564.43073,548106.16457,안전,4792.397588278155
강남역 인근 시연 시작점,3822.0,1159000000.0,59.0,서울특별시,동작구,1.0,학교,서울남성초등학교,1159010700103240018007885,1159010700.0,1159064000.0,서울특별시 동작구 사당로23길 57-14 (사당동),804.0,309.0,126.97581,37.48461,197860.41955,542796.32659,안전,4805.361272245415
강남역 인근 시연 시작점,3890.0,1162000000.0,420.0,서울특별시,관악구,13.0,"연수,숙박",명작모텔,1162010300106020004023869,1162010300.0,1162063000.0,서울특별시 관악구 승방2길 25(남현동),1062.0,54.0,126.98092,37.47497,198311.99461,541725.91183,안전,4847.884221751793
강남역 인근 시연 시작점,4036.0,1171000000.0,495.0,서울특별시,송파구,13.0,"연수,숙박",에이 플러스,1171010100101790000000664,1171010100.0,1171065000.0,서울특별시 송파구 백제고분로7길 15-10 (잠실동),1549.0,192.0,127.08066,37.51101,207131.20088,545729.34353,안전,4899.261140367906
강남역 인근 시연 시작점,4647.0,1117000000.0,22.0,서울특별시,용산구,1.0,학교,서울한남초등학교,1117013100107260001004599,1117013100.0,1117068500.0,서울특별시 용산구 한남대로 112(한남동),7768.0,1180.0,127.00525,37.53902,200463.74003,548834.80597,안전,4975.743250221196
